NCM,NCM_DESCRICAO_ORIGINAL,NCM_DESCRICAO_HIERARQUICA
03027900,-- Outros,Peixes e crustáceos - Peixes frescos ou refrigerados - Outros
03028100,-- Cação e outros tubarões,Peixes e crustáceos - Peixes frescos ou refrigerados - Cação e outros tubarões
03028200,-- Raias (Rajidae),Peixes e crustáceos - Peixes frescos ou refrigerados - Raias (Rajidae)
03028310,Merluza negra (Dissostichus eleginoides),Merluza negra (Dissostichus eleginoides)
03028320,Merluza antártica (Dissostichus mawsoni),Merluza antártica (Dissostichus mawsoni)
03028400,-- Robalos (Dicentrarchus spp.),Peixes e crustáceos - Peixes frescos ou refrigerados - Robalos (Dicentrarchus spp.)
03028500,-- Esparídeos (Sparidae),Peixes e crustáceos - Peixes frescos ou refrigerados - Esparídeos (Sparidae)
03028910,Pargo (Lutjanus purpureus),Pargo (Lutjanus purpureus)
03028921,Cherne-poveiro (Polyprion americanus),Cherne-poveiro (Polyprion americanus)
03028922,Garoupas (Acanthistius spp.),Garoupas (Acanthistius spp.)
03028923,Esturjão (Acipenser baerii),Esturjão (Acipenser baerii)
03028924,Peixes-rei (Atherina spp.),Peixes-rei (Atherina spp.)
03028931,Curimatãs (Prochilodus spp.),Curimatãs (Prochilodus spp.)
03028932,"Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)","Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)"
03028933,Surubins (Pseudoplatystoma spp.),Surubins (Pseudoplatystoma spp.)
03028934,Traíra (Hoplias malabaricus & H. cf. lacerdae),Traíra (Hoplias malabaricus & H. cf. lacerdae)
03028935,Piaus (Leporinus spp.),Piaus (Leporinus spp.)
03028936,Tainhas (Mugil spp.),Tainhas (Mugil spp.)
03028937,Pirarucu (Arapaima gigas),Pirarucu (Arapaima gigas)
03028938,Pescadas (Cynoscion spp.),Pescadas (Cynoscion spp.)
03028941,Piramutaba (Brachyplatystoma vaillantii),Piramutaba (Brachyplatystoma vaillantii)
03028942,Dourada (Brachyplatystoma flavicans),Dourada (Brachyplatystoma flavicans)
03028943,Pacu (Piaractus mesopotamicus),Pacu (Piaractus mesopotamicus)
03028944,Tambaqui (Colossoma macropomum),Tambaqui (Colossoma macropomum)
03028945,Tambacu (híbrido de tambaqui e pacu),Tambacu (híbrido de tambaqui e pacu)
03028990,Outros,Peixes e crustáceos - Peixes frescos ou refrigerados - Outros
03029110,Ovas de tainhas (Mugil spp.),Ovas de tainhas (Mugil spp.)
03029190,Outros,Peixes e crustáceos - Peixes frescos ou refrigerados - Outros
03029200,-- Barbatanas de tubarão,Peixes e crustáceos - Peixes frescos ou refrigerados - Barbatanas de tubarão
03029900,-- Outros,Peixes e crustáceos - Peixes frescos ou refrigerados - Outros
03031100,-- Salmão-do-pacífico (salmão-vermelho) (Oncorhynchus nerka),Peixes e crustáceos - Peixes congelados - Salmão-do-pacífico (salmão-vermelho) (Oncorhynchus nerka)
03031200,"-- Outros salmões-do-pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)","Peixes e crustáceos - Peixes congelados - Outros salmões-do-pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)"
03031300,-- Salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho),Peixes e crustáceos - Peixes congelados - Salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)
03031400,"-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)","Peixes e crustáceos - Peixes congelados - Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)"
03031900,-- Outros,Peixes e crustáceos - Peixes congelados - Outros
03032300,-- Tilápias (Oreochromis spp.),Peixes e crustáceos - Peixes congelados - Tilápias (Oreochromis spp.)
03032410,Bagre americano (Ictalurus punctatus),Bagre americano (Ictalurus punctatus)
03032490,Outros,Peixes e crustáceos - Peixes congelados - Outros
03032500,"-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Peixes e crustáceos - Peixes congelados - Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03032600,-- Enguias (Anguilla spp.),Peixes e crustáceos - Peixes congelados - Enguias (Anguilla spp.)
03032900,-- Outros,Peixes e crustáceos - Peixes congelados - Outros
03033100,"-- Linguados-gigantes (Alabotes*) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus,
Hippoglossus stenolepis)","Peixes e crustáceos - Peixes congelados - Linguados-gigantes (Alabotes*) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus,
Hippoglossus stenolepis)"
03033200,-- Solha (Pleuronectes platessa),Peixes e crustáceos - Peixes congelados - Solha (Pleuronectes platessa)
03033300,-- Linguados (Solea spp.),Peixes e crustáceos - Peixes congelados - Linguados (Solea spp.)
03033400,-- Pregado (Psetta maxima),Peixes e crustáceos - Peixes congelados - Pregado (Psetta maxima)
03033900,-- Outros,Peixes e crustáceos - Peixes congelados - Outros
03034100,-- Albacora-branca (atum) (Thunnus alalunga),Peixes e crustáceos - Peixes congelados - Albacora-branca (atum) (Thunnus alalunga)
03034200,-- Albacora-laje (atum) (Thunnus albacares),Peixes e crustáceos - Peixes congelados - Albacora-laje (atum) (Thunnus albacares)
03034300,-- Bonito-listrado (Gaiado*) (Katsuwonus pelamis),Peixes e crustáceos - Peixes congelados - Bonito-listrado (Gaiado*) (Katsuwonus pelamis)
03034400,-- Albacora-bandolim (atum) (Thunnus obesus),Peixes e crustáceos - Peixes congelados - Albacora-bandolim (atum) (Thunnus obesus)
03034500,"-- Atuns-azuis (atuns) (Thunnus thynnus, Thunnus orientalis)","Peixes e crustáceos - Peixes congelados - Atuns-azuis (atuns) (Thunnus thynnus, Thunnus orientalis)"
03034600,-- Atum-azul do sul (atum) (Thunnus maccoyii),Peixes e crustáceos - Peixes congelados - Atum-azul do sul (atum) (Thunnus maccoyii)
03034900,-- Outros,Peixes e crustáceos - Peixes congelados - Outros
03035100,"-- Arenques (Clupea harengus, Clupea pallasii)","Peixes e crustáceos - Peixes congelados - Arenques (Clupea harengus, Clupea pallasii)"
03035300,"-- Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (Sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus)","Peixes e crustáceos - Peixes congelados - Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (Sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus)"
03035400,"-- Cavalinhas (Sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus)","Peixes e crustáceos - Peixes congelados - Cavalinhas (Sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
03035500,-- Carapaus (Trachurus spp.),Peixes e crustáceos - Peixes congelados - Carapaus (Trachurus spp.)
03035600,-- Bijupirá (Cobia*) (Rachycentron canadum),Peixes e crustáceos - Peixes congelados - Bijupirá (Cobia*) (Rachycentron canadum)
03035700,-- Espadarte (Xiphias gladius),Peixes e crustáceos - Peixes congelados - Espadarte (Xiphias gladius)
03035910,"Espadins, marlins, veleiros (Istiophoridae)","Espadins, marlins, veleiros (Istiophoridae)"
03035920,Anchoita (Engraulis anchoita),Anchoita (Engraulis anchoita)
03035990,Outros,Peixes e crustáceos - Peixes congelados - Outros
03036300,"-- Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)","Peixes e crustáceos - Peixes congelados - Bacalhau-do-atlântico (Gadus morhua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)"
03036400,-- Hadoque (Arinca*) (Melanogrammus aeglefinus),Peixes e crustáceos - Peixes congelados - Hadoque (Arinca*) (Melanogrammus aeglefinus)
03036500,-- Saithe (Escamudo*) (Pollachius virens),Peixes e crustáceos - Peixes congelados - Saithe (Escamudo*) (Pollachius virens)
03036600,"-- Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.)","Peixes e crustáceos - Peixes congelados - Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.)"
03036700,-- Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma),Peixes e crustáceos - Peixes congelados - Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma)
03036800,"-- Verdinhos (Micromesistius poutassou, Micromesistius australis)","Peixes e crustáceos - Peixes congelados - Verdinhos (Micromesistius poutassou, Micromesistius australis)"
03036910,Merluza rosada (Macruronus magellanicus),Merluza rosada (Macruronus magellanicus)
03036990,Outros,Peixes e crustáceos - Peixes congelados - Outros
03038111,Inteiro,Peixes e crustáceos - Peixes congelados - Inteiro
03038112,"Eviscerado, sem cabeça e sem barbatanas","Peixes e crustáceos - Peixes congelados - Eviscerado, sem cabeça e sem barbatanas"
03038113,"Em pedaços, com pele","Peixes e crustáceos - Peixes congelados - Em pedaços, com pele"
03038114,"Em pedaços, sem pele","Peixes e crustáceos - Peixes congelados - Em pedaços, sem pele"
03038119,Outros,Peixes e crustáceos - Peixes congelados - Outros
03038190,Outros,Peixes e crustáceos - Peixes congelados - Outros
03038200,-- Raias (Rajidae),Peixes e crustáceos - Peixes congelados - Raias (Rajidae)
03038311,"Evisceradas, sem cabeça e sem cauda","Peixes e crustáceos - Peixes congelados - Evisceradas, sem cabeça e sem cauda"
03038319,Outras,Peixes e crustáceos - Peixes congelados - Outras
03038321,"Evisceradas, sem cabeça e sem cauda","Peixes e crustáceos - Peixes congelados - Evisceradas, sem cabeça e sem cauda"
03038329,Outras,Peixes e crustáceos - Peixes congelados - Outras
03038400,-- Robalos (Dicentrarchus spp.),Peixes e crustáceos - Peixes congelados - Robalos (Dicentrarchus spp.)
03038910,Corvina (Micropogonias furnieri),Corvina (Micropogonias furnieri)
03038920,Pescadas (Cynoscion spp.),Pescadas (Cynoscion spp.)
03038932,Pargo (Lutjanus purpureus),Pargo (Lutjanus purpureus)
03038933,Peixe-sapo (Lophius gastrophysus),Peixe-sapo (Lophius gastrophysus)
03038941,Cherne-poveiro (Polyprion americanus),Cherne-poveiro (Polyprion americanus)
03038942,Garoupas (Acanthistius spp.),Garoupas (Acanthistius spp.)
03038943,Tainhas (Mugil spp.),Tainhas (Mugil spp.)
03038944,"Esturjões (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus)","Esturjões (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus)"
03038945,Peixes-rei (Atherina spp.),Peixes-rei (Atherina spp.)
03038946,Nototenias (Patagonotothen spp.),Nototenias (Patagonotothen spp.)
03038951,Curimatãs (Prochilodus spp.),Curimatãs (Prochilodus spp.)
03038952,"Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)","Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)"
03038953,Surubins (Pseudoplatystoma spp.),Surubins (Pseudoplatystoma spp.)
03038954,Traíra (Hoplias malabaricus & H. cf. lacerdae),Traíra (Hoplias malabaricus & H. cf. lacerdae)
03038955,Piaus (Leporinus spp.),Piaus (Leporinus spp.)
03038956,Pirarucu (Arapaima gigas),Pirarucu (Arapaima gigas)
03038961,Piramutaba (Brachyplatystoma vaillantii),Piramutaba (Brachyplatystoma vaillantii)
03038962,Dourada (Brachyplatystoma flavicans),Dourada (Brachyplatystoma flavicans)
03038963,Pacu (Piaractus mesopotamicus),Pacu (Piaractus mesopotamicus)
03038964,Tambaqui (Colossoma macropomum),Tambaqui (Colossoma macropomum)
03038965,Tambacu (híbrido de tambaqui e pacu),Tambacu (híbrido de tambaqui e pacu)
03038990,Outros,Peixes e crustáceos - Peixes congelados - Outros
03039110,Ovas de tainhas (Mugil spp.),Ovas de tainhas (Mugil spp.)
03039190,Outros,Peixes e crustáceos - Peixes congelados - Outros
03039200,-- Barbatanas de tubarão,Peixes e crustáceos - Peixes congelados - Barbatanas de tubarão
03039910,Cabeças de Merluza negra (Dissostichus eleginoides),Cabeças de Merluza negra (Dissostichus eleginoides)
03039920,Cabeças de Merluza antártica (Dissostichus mawsoni),Cabeças de Merluza antártica (Dissostichus mawsoni)
03039990,Outros,Peixes e crustáceos - Peixes congelados - Outros
03043100,-- Tilápias (Oreochromis spp.),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Tilápias (Oreochromis spp.)
03043210,Bagre americano (Ictalurus punctatus),Bagre americano (Ictalurus punctatus)
03043290,Outros,Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Outros
03043300,-- Perca-do-nilo (Lates niloticus),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Perca-do-nilo (Lates niloticus)
03043900,-- Outros,Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Outros
03044100,"-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)"
03044200,"-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita,
Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita,
Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)"
03044300,"-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae)","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae)"
03044400,"-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae,
Merlucciidae, Moridae e Muraenolepididae","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae,
Merlucciidae, Moridae e Muraenolepididae"
03044500,-- Espadarte (Xiphias gladius),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Espadarte (Xiphias gladius)
03044600,-- Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.)
03044700,-- Cação e outros tubarões,Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Cação e outros tubarões
03044800,-- Raias (Rajidae),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Raias (Rajidae)
03044910,Cherne-poveiro (Polyprion americanus),Cherne-poveiro (Polyprion americanus)
03044920,Garoupas (Acanthistius spp.),Garoupas (Acanthistius spp.)
03044990,Outros,Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Outros
03045100,"-- Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.)","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça de-serpente (Channa spp.)"
03045200,-- Salmonídeos,Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Salmonídeos
03045300,"-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae","Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae"
03045400,-- Espadarte (Xiphias gladius),Peixes e crustáceos - Filés de peixes e outras carnes de peixes - Espadarte (Xiphias gladius)
